date,ticker,open,high,low,close,volume,asset_type
2022-02-14,AAPL,134.07,135.62,133.79,135.3,142679776,stock
2022-02-15,AAPL,137.45,141.18,137.05,139.93,64876459,stock
2022-02-16,AAPL,139.08,140.19,138.91,139.94,133416605,stock
2022-02-17,AAPL,138.44,139.8,136.35,137.34,94508481,stock
2022-02-18,AAPL,138.96,139.81,137.97,139.43,113450071,stock
2022-02-21,AAPL,138.23,138.52,135.57,136.44,162562603,stock
2022-02-22,AAPL,138.12,138.52,136.86,137.0,87614907,stock
2022-02-23,AAPL,130.57,132.78,129.76,132.29,202705835,stock
2022-02-24,AAPL,130.63,131.05,129.07,129.2,166266220,stock
2022-02-25,AAPL,127.43,130.09,126.3,129.7,96608668,stock
2022-02-28,AAPL,131.39,132.51,130.32,131.47,84854940,stock
2022-03-01,AAPL,131.4,132.23,131.12,131.92,105899759,stock
2022-03-02,AAPL,132.78,134.23,130.41,131.68,141009265,stock
2022-03-03,AAPL,129.68,131.19,129.12,131.01,68091395,stock
2022-03-04,AAPL,125.54,128.16,124.66,127.61,149890622,stock
2022-03-07,AAPL,126.04,126.42,125.9,126.01,69848518,stock
2022-03-08,AAPL,124.57,126.89,123.27,125.0,159361690,stock
2022-03-09,AAPL,125.52,127.73,125.26,127.44,113885542,stock
2022-03-10,AAPL,129.05,129.43,127.92,128.27,81632738,stock
2022-03-11,AAPL,124.11,125.77,122.64,124.3,60436927,stock
2022-03-14,AAPL,125.35,125.77,124.11,125.07,148437226,stock
2022-03-15,AAPL,123.56,124.38,123.34,124.24,109649515,stock
2022-03-16,AAPL,122.96,123.47,121.65,122.77,202720516,stock
2022-03-17,AAPL,124.92,125.77,122.91,124.17,77834925,stock
2022-03-18,AAPL,125.46,128.39,123.84,126.53,87245337,stock
2022-03-21,AAPL,127.37,129.13,126.71,128.71,212113088,stock
2022-03-22,AAPL,125.68,128.03,125.37,126.82,173289183,stock
2022-03-23,AAPL,124.08,127.06,123.49,126.15,235483636,stock
2022-03-24,AAPL,126.68,127.43,126.27,126.94,79929988,stock
2022-03-25,AAPL,130.12,130.83,128.72,129.23,126249409,stock
2022-03-28,AAPL,127.84,128.49,127.14,128.16,227743371,stock
2022-03-29,AAPL,125.65,128.86,123.98,127.77,179973409,stock
2022-03-30,AAPL,125.56,126.46,124.31,125.29,194885776,stock
2022-03-31,AAPL,121.49,123.34,119.76,122.66,91869426,stock
2022-04-01,AAPL,123.06,125.54,122.15,124.5,134094475,stock
2022-04-04,AAPL,128.7,129.35,127.08,127.62,186152907,stock
2022-04-05,AAPL,125.37,128.11,124.99,127.49,225111327,stock
2022-04-06,AAPL,131.35,132.27,129.46,129.85,178509797,stock
2022-04-07,AAPL,129.7,131.03,128.77,130.74,122887577,stock
2022-04-08,AAPL,130.1,131.28,128.64,129.27,64726216,stock
2022-04-11,AAPL,129.03,131.54,126.97,130.15,66547577,stock
2022-04-12,AAPL,133.1,135.15,132.24,133.85,235595005,stock
2022-04-13,AAPL,135.72,135.93,133.66,133.8,137332938,stock
2022-04-14,AAPL,139.18,140.27,136.28,137.66,190680858,stock
2022-04-15,AAPL,131.04,132.06,130.35,131.36,170023004,stock
2022-04-18,AAPL,147.34,151.12,146.19,149.36,177374488,stock
2022-04-19,AAPL,150.7,151.43,149.24,149.64,176568366,stock
2022-04-20,AAPL,150.21,150.64,148.07,148.88,130418023,stock
2022-04-21,AAPL,148.12,150.02,146.21,149.17,165300383,stock
2022-04-22,AAPL,143.67,144.77,143.02,143.97,197562269,stock
2022-04-25,AAPL,144.67,146.48,142.38,143.45,174198976,stock
2022-04-26,AAPL,142.3,146.1,141.63,144.42,112050409,stock
2022-04-27,AAPL,146.47,148.88,144.27,148.36,163787641,stock
2022-04-28,AAPL,146.79,148.95,145.39,147.02,181617954,stock
2022-04-29,AAPL,144.42,145.33,143.5,144.94,210823652,stock
2022-05-02,AAPL,145.68,147.55,142.83,143.68,194727376,stock
2022-05-03,AAPL,145.93,147.37,144.11,146.11,77480212,stock
2022-05-04,AAPL,146.84,147.44,146.4,147.02,110330362,stock
2022-05-05,AAPL,145.37,147.43,143.48,145.67,128236873,stock
2022-05-06,AAPL,146.78,147.86,144.62,147.07,131476935,stock
2022-05-09,AAPL,149.17,150.05,145.65,147.37,136520663,stock
2022-05-10,AAPL,149.68,150.72,149.32,150.01,111059041,stock
2022-05-11,AAPL,145.93,148.94,144.7,148.17,80206487,stock
2022-05-12,AAPL,146.89,147.74,146.4,147.34,64871562,stock
2022-05-13,AAPL,145.77,148.19,143.61,146.35,57500108,stock
2022-05-16,AAPL,142.97,144.31,140.39,142.59,102308395,stock
2022-05-17,AAPL,145.41,146.48,142.62,143.39,171740225,stock
2022-05-18,AAPL,146.17,147.44,143.21,144.11,130791301,stock
2022-05-19,AAPL,145.04,146.07,143.21,144.17,186132429,stock
2022-05-20,AAPL,146.09,147.6,141.37,143.6,145639275,stock
2022-05-23,AAPL,137.93,141.0,136.34,140.03,80467298,stock
2022-05-24,AAPL,138.15,139.53,137.73,139.02,188040728,stock
2022-05-25,AAPL,140.45,140.95,137.39,138.2,123599217,stock
2022-05-26,AAPL,134.07,138.11,133.34,136.26,61318848,stock
2022-05-27,AAPL,133.66,136.44,132.72,135.91,177392373,stock
2022-05-30,AAPL,135.65,137.9,135.17,136.94,192163553,stock
2022-05-31,AAPL,140.47,142.39,139.53,141.71,192867847,stock
2022-06-01,AAPL,143.62,144.27,141.33,142.2,134406509,stock
2022-06-02,AAPL,143.3,145.53,141.7,142.91,186163473,stock
2022-06-03,AAPL,143.23,143.92,142.44,142.76,149093691,stock
2022-06-06,AAPL,138.87,139.7,137.12,137.95,128870276,stock
2022-06-07,AAPL,138.09,138.41,137.82,137.93,139206457,stock
2022-06-08,AAPL,137.72,138.34,137.52,138.12,97735503,stock
2022-06-09,AAPL,144.21,145.18,143.41,144.42,118949505,stock
2022-06-10,AAPL,144.57,146.26,142.48,143.97,109901393,stock
2022-06-13,AAPL,145.28,146.29,143.92,144.79,172759440,stock
2022-06-14,AAPL,144.49,145.54,143.84,144.75,135010591,stock
2022-06-15,AAPL,141.75,142.28,141.1,141.78,91766773,stock
2022-06-16,AAPL,143.62,145.4,142.77,144.77,117265517,stock
2022-06-17,AAPL,145.15,147.39,144.34,146.78,115878429,stock
2022-06-20,AAPL,148.8,149.65,148.29,148.93,45204234,stock
2022-06-21,AAPL,146.05,146.97,145.3,146.56,89522450,stock
2022-06-22,AAPL,149.51,152.01,148.44,150.35,86310361,stock
2022-06-23,AAPL,145.63,147.19,144.54,146.65,80775210,stock
2022-06-24,AAPL,150.66,152.22,147.52,148.25,131838460,stock
2022-06-27,AAPL,154.76,155.6,153.55,154.26,159626577,stock
2022-06-28,AAPL,150.47,152.72,149.44,151.58,124962218,stock
2022-06-29,AAPL,147.63,150.25,147.34,150.09,151379931,stock
2022-06-30,AAPL,151.77,152.3,150.01,150.4,72273412,stock
2022-07-01,AAPL,148.23,150.53,147.64,149.09,138048355,stock
2022-07-04,AAPL,142.76,145.4,142.35,145.03,116281858,stock
2022-07-05,AAPL,146.88,147.55,145.06,145.25,65444381,stock
2022-07-06,AAPL,142.11,143.62,141.01,142.54,123165712,stock
2022-07-07,AAPL,145.92,146.45,143.0,143.81,83518685,stock
2022-07-08,AAPL,139.25,143.04,138.8,141.49,118497524,stock
2022-07-11,AAPL,144.3,146.01,143.61,145.54,94418860,stock
2022-07-12,AAPL,143.07,144.07,142.66,143.54,38498387,stock
2022-07-13,AAPL,141.64,143.64,141.38,142.75,58800810,stock
2022-07-14,AAPL,146.42,147.07,144.1,144.9,54344707,stock
2022-07-15,AAPL,140.37,141.96,140.12,141.77,47980599,stock
2022-07-18,AAPL,143.9,144.22,141.98,142.4,124798716,stock
2022-07-19,AAPL,145.66,146.43,144.96,145.83,59394960,stock
2022-07-20,AAPL,141.39,142.76,139.99,141.71,103256262,stock
2022-07-21,AAPL,139.8,142.87,138.55,142.23,113801113,stock
2022-07-22,AAPL,140.47,144.28,139.05,142.94,85470511,stock
2022-07-25,AAPL,143.31,146.28,142.16,145.01,56640695,stock
2022-07-26,AAPL,141.53,144.02,139.04,141.86,73349107,stock
2022-07-27,AAPL,137.67,138.91,137.27,138.57,67048058,stock
2022-07-28,AAPL,140.73,141.48,138.76,139.92,32826841,stock
2022-07-29,AAPL,139.45,140.87,139.01,140.71,104783104,stock
2022-08-01,AAPL,138.85,143.32,137.62,141.39,33406034,stock
2022-08-02,AAPL,142.94,143.84,141.48,142.31,32710856,stock
2022-08-03,AAPL,138.76,141.03,137.91,140.62,68529060,stock
2022-08-04,AAPL,141.92,142.27,140.94,141.25,53195248,stock
2022-08-05,AAPL,141.57,142.19,141.24,142.04,36383697,stock
2022-08-08,AAPL,141.02,141.8,137.99,140.27,50202430,stock
2022-08-09,AAPL,144.66,146.25,143.54,145.11,62569299,stock
2022-08-10,AAPL,144.76,146.86,144.21,146.39,36697355,stock
2022-08-11,AAPL,144.74,145.19,143.09,143.33,86374705,stock
2022-08-12,AAPL,142.48,145.83,141.64,145.08,69422933,stock
2022-08-15,AAPL,144.47,145.48,141.53,142.6,49941736,stock
2022-08-16,AAPL,144.04,146.64,142.18,144.68,97293049,stock
2022-08-17,AAPL,147.15,148.58,146.66,147.77,47618913,stock
2022-08-18,AAPL,147.81,148.54,144.23,145.65,81246024,stock
2022-08-19,AAPL,146.38,150.05,145.82,148.24,92575234,stock
2022-08-22,AAPL,147.24,150.39,146.92,149.39,87593692,stock
2022-08-23,AAPL,149.72,152.03,149.31,151.66,28407411,stock
2022-08-24,AAPL,155.65,158.58,154.46,156.98,28460080,stock
2022-08-25,AAPL,157.31,158.06,155.19,156.33,65325952,stock
2022-08-26,AAPL,154.2,155.86,152.46,154.27,38237180,stock
2022-08-29,AAPL,150.7,152.63,150.16,151.86,87367381,stock
2022-08-30,AAPL,150.79,151.39,148.98,149.7,41727975,stock
2022-08-31,AAPL,148.59,149.64,148.37,149.53,49897885,stock
2022-09-01,AAPL,150.02,151.2,149.7,150.5,32899463,stock
2022-09-02,AAPL,150.66,152.65,149.58,151.3,58790640,stock
2022-09-05,AAPL,154.37,154.91,152.92,153.61,78393308,stock
2022-09-06,AAPL,152.52,154.65,152.13,153.69,80708846,stock
2022-09-07,AAPL,156.67,160.54,154.56,157.82,49516448,stock
2022-09-08,AAPL,159.94,160.93,156.79,157.11,44484599,stock
2022-09-09,AAPL,163.83,166.06,163.54,165.05,71960728,stock
2022-09-12,AAPL,164.01,168.25,162.82,166.97,80382226,stock
2022-09-13,AAPL,165.91,168.28,161.94,164.46,67863869,stock
2022-09-14,AAPL,163.12,163.49,161.02,161.37,35569907,stock
2022-09-15,AAPL,164.39,166.11,162.11,162.82,26118333,stock
2022-09-16,AAPL,159.53,163.87,159.08,162.22,42216786,stock
2022-09-19,AAPL,166.79,167.13,163.97,164.37,32206939,stock
2022-09-20,AAPL,168.07,169.27,164.36,165.82,36453287,stock
2022-09-21,AAPL,168.12,168.92,164.84,165.65,37755361,stock
2022-09-22,AAPL,164.99,166.48,162.52,163.2,65269370,stock
2022-09-23,AAPL,159.86,160.57,158.36,158.86,70744668,stock
2022-09-26,AAPL,155.31,158.54,154.58,157.63,27423845,stock
2022-09-27,AAPL,161.56,162.1,159.46,160.13,58385443,stock
2022-09-28,AAPL,161.81,162.57,159.87,160.79,76804309,stock
2022-09-29,AAPL,157.9,158.76,156.43,157.28,48093859,stock
2022-09-30,AAPL,158.66,159.28,157.32,157.81,22405271,stock
2022-10-03,AAPL,156.76,160.07,154.97,158.96,43802584,stock
2022-10-04,AAPL,159.03,160.01,155.68,156.5,56079646,stock
2022-10-05,AAPL,159.16,160.72,155.11,156.98,58068094,stock
2022-10-06,AAPL,155.94,159.21,154.94,157.19,47852160,stock
2022-10-07,AAPL,153.27,154.97,152.81,154.04,76393200,stock
2022-10-10,AAPL,152.62,155.89,150.74,155.08,79816361,stock
2022-10-11,AAPL,154.39,157.58,152.69,156.7,81742719,stock
2022-10-12,AAPL,158.87,160.35,158.44,159.83,33994923,stock
2022-10-13,AAPL,163.26,164.93,160.81,162.94,36029160,stock
2022-10-14,AAPL,160.65,162.21,158.02,159.0,84505543,stock
2022-10-17,AAPL,156.61,158.95,155.58,156.38,77639555,stock
2022-10-18,AAPL,157.08,158.48,156.6,157.89,22800539,stock
2022-10-19,AAPL,157.26,159.97,156.95,159.4,26171758,stock
2022-10-20,AAPL,160.14,161.96,159.28,160.93,36959481,stock
2022-10-21,AAPL,173.95,175.88,171.03,172.54,42737312,stock
2022-10-24,AAPL,171.43,176.55,169.53,174.38,51682499,stock
2022-10-25,AAPL,179.39,179.81,177.35,178.03,45096296,stock
2022-10-26,AAPL,178.73,181.78,178.15,181.17,72764208,stock
2022-10-27,AAPL,184.0,184.68,182.43,183.36,53772301,stock
2022-10-28,AAPL,179.85,184.33,177.41,182.38,63062465,stock
2022-10-31,AAPL,184.48,187.62,182.91,184.94,83773891,stock
2022-11-01,AAPL,183.95,184.66,181.73,182.44,42993293,stock
2022-11-02,AAPL,182.94,184.76,180.86,181.72,30999260,stock
2022-11-03,AAPL,181.78,182.61,179.69,180.19,29503736,stock
2022-11-04,AAPL,180.92,183.22,178.86,180.51,91747876,stock
2022-11-07,AAPL,187.73,191.25,186.95,188.25,47843930,stock
2022-11-08,AAPL,179.48,182.89,179.05,182.08,63697047,stock
2022-11-09,AAPL,183.41,186.26,182.56,184.4,48456260,stock
2022-11-10,AAPL,178.72,179.88,177.85,179.18,76689989,stock
2022-11-11,AAPL,178.08,179.66,176.04,177.72,83615509,stock
2022-11-14,AAPL,179.81,181.72,179.31,181.29,56521443,stock
2022-11-15,AAPL,179.22,182.25,178.98,181.55,89996175,stock
2022-11-16,AAPL,175.5,180.07,173.93,178.12,66873849,stock
2022-11-17,AAPL,174.7,176.29,173.87,175.89,80128562,stock
2022-11-18,AAPL,175.9,180.43,175.21,178.11,36283152,stock
2022-11-21,AAPL,175.36,176.97,174.48,175.84,48695256,stock
2022-11-22,AAPL,175.59,177.11,174.22,176.58,83382082,stock
2022-11-23,AAPL,175.56,177.48,173.69,176.77,35436774,stock
2022-11-24,AAPL,177.57,178.37,173.96,174.77,57686510,stock
2022-11-25,AAPL,181.68,182.13,181.44,181.7,81367477,stock
2022-11-28,AAPL,184.23,185.04,183.3,183.84,69624183,stock
2022-11-29,AAPL,176.9,178.72,176.25,177.31,62502361,stock
2022-11-30,AAPL,177.35,179.12,176.64,177.96,72418561,stock
2022-12-01,AAPL,173.83,178.85,172.08,175.9,101761170,stock
2022-12-02,AAPL,178.27,179.09,177.48,178.68,74031969,stock
2022-12-05,AAPL,178.55,179.07,175.95,176.2,113820099,stock
2022-12-06,AAPL,176.73,177.14,175.66,175.89,115116537,stock
2022-12-07,AAPL,180.48,181.49,177.1,177.55,45879328,stock
2022-12-08,AAPL,178.27,180.77,177.33,180.39,43585913,stock
2022-12-09,AAPL,177.4,179.14,174.61,176.59,98684085,stock
2022-12-12,AAPL,178.0,179.63,173.31,175.58,71944554,stock
2022-12-13,AAPL,172.99,175.83,171.23,174.14,107139184,stock
2022-12-14,AAPL,172.72,173.95,171.49,172.15,89477337,stock
2022-12-15,AAPL,176.93,178.0,176.53,177.77,149453998,stock
2022-12-16,AAPL,179.73,180.08,178.66,179.12,148734586,stock
2022-12-19,AAPL,172.26,177.42,170.65,175.15,61028840,stock
2022-12-20,AAPL,178.13,180.18,176.94,178.13,135604325,stock
2022-12-21,AAPL,188.33,189.1,183.06,185.12,44697055,stock
2022-12-22,AAPL,191.98,193.55,186.9,188.65,84710702,stock
2022-12-23,AAPL,182.87,186.13,180.58,183.61,47437392,stock
2022-12-26,AAPL,180.99,183.11,179.54,182.07,89615585,stock
2022-12-27,AAPL,188.69,189.85,185.51,186.33,60934497,stock
2022-12-28,AAPL,185.11,185.76,183.71,184.02,126108016,stock
2022-12-29,AAPL,183.08,187.37,182.44,185.56,115049674,stock
2022-12-30,AAPL,187.06,188.93,185.27,188.22,166993819,stock
2023-01-02,AAPL,187.91,188.82,182.71,185.16,111026843,stock
2023-01-03,AAPL,183.74,185.51,183.5,185.02,146618311,stock
2023-01-04,AAPL,177.73,178.04,174.17,174.58,151178037,stock
2023-01-05,AAPL,171.69,173.1,170.34,171.45,135604951,stock
2023-01-06,AAPL,171.44,173.31,169.83,170.72,70794936,stock
2023-01-09,AAPL,167.73,169.77,165.26,166.98,52447751,stock
2023-01-10,AAPL,173.37,174.74,171.04,172.01,152567318,stock
2023-01-11,AAPL,166.08,168.65,163.69,167.69,158625006,stock
2023-01-12,AAPL,164.58,168.45,162.78,166.41,110908986,stock
2023-01-13,AAPL,168.53,169.98,165.57,166.86,71671869,stock
2023-01-16,AAPL,171.94,172.8,171.06,171.29,118859781,stock
2023-01-17,AAPL,169.58,170.64,166.13,166.97,67498305,stock
2023-01-18,AAPL,168.47,170.92,168.08,170.56,173137769,stock
2023-01-19,AAPL,173.16,173.73,170.03,170.64,189570789,stock
2023-01-20,AAPL,167.08,168.45,166.31,167.7,62774473,stock
2023-01-23,AAPL,168.05,169.44,167.27,169.15,102000399,stock
2023-01-24,AAPL,166.99,170.57,166.52,169.81,179090531,stock
2023-01-25,AAPL,167.85,169.7,165.63,168.04,54620943,stock
2023-01-26,AAPL,166.17,169.23,165.5,168.3,118200444,stock
2023-01-27,AAPL,165.61,167.91,164.66,167.19,153046797,stock
2023-01-30,AAPL,164.94,169.35,163.72,167.58,137856330,stock
2023-01-31,AAPL,170.1,171.71,168.73,169.64,53483542,stock
2023-02-01,AAPL,175.05,175.53,173.58,174.6,137785197,stock
2023-02-02,AAPL,173.59,174.47,169.66,170.81,136145893,stock
2023-02-03,AAPL,179.93,180.05,177.29,177.55,115147711,stock
2023-02-06,AAPL,170.58,172.08,169.64,171.47,162415062,stock
2023-02-07,AAPL,171.55,172.12,170.83,171.05,113120341,stock
2023-02-08,AAPL,173.81,174.97,171.92,172.92,218100256,stock
2023-02-09,AAPL,171.86,174.38,170.53,173.85,213133660,stock
2023-02-10,AAPL,170.12,172.41,169.64,171.97,108908449,stock
2023-02-13,AAPL,170.75,172.44,170.02,171.37,62417280,stock
2023-02-14,AAPL,168.6,171.8,168.1,169.91,167719980,stock
2023-02-15,AAPL,169.98,170.6,167.58,168.17,131732324,stock
2023-02-16,AAPL,169.82,171.85,167.59,170.81,119954675,stock
2023-02-17,AAPL,170.52,172.64,169.14,171.96,131368370,stock
2023-02-20,AAPL,167.93,171.21,167.07,169.88,114194000,stock
2023-02-21,AAPL,172.37,173.66,171.96,172.71,134767735,stock
2023-02-22,AAPL,175.14,176.66,172.59,173.72,133724309,stock
2023-02-23,AAPL,178.18,178.72,174.72,176.33,129191125,stock
2023-02-24,AAPL,180.0,180.61,177.98,178.4,207191556,stock
2023-02-27,AAPL,157.87,158.84,157.07,158.23,172070931,stock
2023-02-28,AAPL,159.22,159.51,156.27,156.68,138151895,stock
2023-03-01,AAPL,158.53,159.2,158.13,158.85,123863054,stock
2023-03-02,AAPL,159.38,161.8,159.12,160.66,92104169,stock
2023-03-03,AAPL,163.04,163.53,159.26,160.65,184400454,stock
2023-03-06,AAPL,161.68,162.39,160.1,161.03,95042243,stock
2023-03-07,AAPL,162.3,165.09,161.72,164.83,237505583,stock
2023-03-08,AAPL,165.88,168.31,161.33,163.13,186476632,stock
2023-03-09,AAPL,163.55,165.6,162.96,164.8,186770845,stock
2023-03-10,AAPL,162.32,165.32,161.49,164.25,236440287,stock
2023-03-13,AAPL,162.1,165.09,160.92,163.65,162588237,stock
2023-03-14,AAPL,169.88,170.37,165.5,166.97,71715671,stock
2023-03-15,AAPL,170.85,171.7,168.75,169.52,133573419,stock
2023-03-16,AAPL,169.75,172.97,169.24,172.07,143790370,stock
2023-03-17,AAPL,173.86,177.82,172.67,176.22,165784300,stock
2023-03-20,AAPL,173.98,177.87,171.71,176.34,209650345,stock
2023-03-21,AAPL,177.31,179.19,175.53,178.57,100574230,stock
2023-03-22,AAPL,177.75,179.05,176.83,177.63,95294842,stock
2023-03-23,AAPL,177.27,180.89,175.13,178.72,76745514,stock
2023-03-24,AAPL,178.95,180.42,177.61,178.36,172120678,stock
2023-03-27,AAPL,177.68,181.49,176.99,178.72,214923180,stock
2023-03-28,AAPL,183.62,184.17,180.42,180.7,97580851,stock
2023-03-29,AAPL,178.87,179.32,176.27,178.11,157402789,stock
2023-03-30,AAPL,183.69,185.92,181.74,185.0,132216996,stock
2023-03-31,AAPL,182.97,183.54,180.82,181.74,142399474,stock
2023-04-03,AAPL,175.58,179.09,174.95,177.86,235392610,stock
2023-04-04,AAPL,181.0,182.82,180.13,181.66,78127470,stock
2023-04-05,AAPL,181.82,184.97,181.46,184.33,68085513,stock
2023-04-06,AAPL,188.91,190.62,183.36,186.47,218555352,stock
2023-04-07,AAPL,191.59,193.8,187.64,188.64,86898915,stock
2023-04-10,AAPL,188.43,191.71,186.41,188.66,74452826,stock
2023-04-11,AAPL,185.41,186.32,184.34,185.69,66958738,stock
2023-04-12,AAPL,186.65,187.77,185.06,186.0,108147602,stock
2023-04-13,AAPL,181.21,183.95,181.01,183.8,121685950,stock
2023-04-14,AAPL,184.05,187.51,182.99,187.11,120656270,stock
2023-04-17,AAPL,185.91,187.4,185.08,186.67,200090161,stock
2023-04-18,AAPL,184.71,185.39,183.36,183.98,121496262,stock
2023-04-19,AAPL,183.35,184.95,181.94,182.97,160205940,stock
2023-04-20,AAPL,181.34,184.76,180.1,184.39,193797550,stock
2023-04-21,AAPL,180.28,184.35,179.68,182.58,214461001,stock
2023-04-24,AAPL,179.26,180.88,178.09,179.96,156409775,stock
2023-04-25,AAPL,180.86,181.97,179.58,180.8,135642901,stock
2023-04-26,AAPL,180.55,181.8,180.28,181.65,106991102,stock
2023-04-27,AAPL,182.47,184.55,178.05,180.06,99389028,stock
2023-04-28,AAPL,181.63,183.13,177.73,178.59,63468552,stock
2023-05-01,AAPL,179.55,180.94,177.93,179.39,117005832,stock
2023-05-02,AAPL,173.21,176.58,171.18,174.83,85406026,stock
2023-05-03,AAPL,170.01,171.35,169.43,170.51,135206408,stock
2023-05-04,AAPL,168.19,170.14,166.62,168.37,167099426,stock
2023-05-05,AAPL,168.14,169.91,166.74,167.77,113413066,stock
2023-05-08,AAPL,168.52,170.6,166.66,168.76,160026378,stock
2023-05-09,AAPL,174.49,176.82,172.22,173.36,128684289,stock
2023-05-10,AAPL,174.71,177.45,171.8,176.11,205532909,stock
2023-05-11,AAPL,176.95,178.86,174.15,175.65,126056216,stock
2023-05-12,AAPL,178.39,179.92,174.8,175.65,139466676,stock
2023-05-15,AAPL,175.02,175.99,171.66,172.56,168784034,stock
2023-05-16,AAPL,169.71,173.35,169.49,172.55,190218528,stock
2023-05-17,AAPL,173.24,174.04,169.83,171.71,90669908,stock
2023-05-18,AAPL,171.34,173.32,169.81,172.76,85145183,stock
2023-05-19,AAPL,172.74,172.95,170.04,170.26,63890650,stock
2023-05-22,AAPL,171.74,172.88,171.33,171.91,189529267,stock
2023-05-23,AAPL,174.59,179.03,171.77,176.77,117048647,stock
2023-05-24,AAPL,178.1,179.06,175.53,176.48,56247054,stock
2023-05-25,AAPL,178.79,179.78,175.78,177.81,167986486,stock
2023-05-26,AAPL,182.82,183.12,179.61,180.09,178076336,stock
2023-05-29,AAPL,181.01,181.47,178.66,178.85,150562968,stock
2023-05-30,AAPL,178.26,180.29,177.0,179.62,128889463,stock
2023-05-31,AAPL,178.65,181.43,176.49,179.72,116855434,stock
2023-06-01,AAPL,177.72,181.86,176.49,180.09,153967661,stock
2023-06-02,AAPL,179.13,180.1,176.6,177.65,46328563,stock
2023-06-05,AAPL,176.47,178.8,175.99,177.78,124540959,stock
2023-06-06,AAPL,178.83,180.65,177.8,179.44,95749190,stock
2023-06-07,AAPL,187.44,187.87,183.55,184.24,43861538,stock
2023-06-08,AAPL,187.15,188.16,186.42,187.51,116727683,stock
2023-06-09,AAPL,193.3,196.06,192.44,194.98,126115092,stock
2023-06-12,AAPL,190.0,193.76,188.25,192.36,152011500,stock
2023-06-13,AAPL,196.8,198.81,192.78,195.46,86201419,stock
2023-06-14,AAPL,199.4,200.08,195.51,196.17,160638314,stock
2023-06-15,AAPL,205.6,207.17,202.75,204.12,136239399,stock
2023-06-16,AAPL,203.13,205.42,199.15,201.23,132808087,stock
2023-06-19,AAPL,198.47,199.5,196.3,198.27,52132548,stock
2023-06-20,AAPL,199.05,200.14,194.31,196.2,57512104,stock
2023-06-21,AAPL,188.5,191.11,186.2,188.9,93747706,stock
2023-06-22,AAPL,186.81,187.93,185.87,187.17,84264748,stock
2023-06-23,AAPL,185.08,186.61,183.76,184.69,39436926,stock
2023-06-26,AAPL,181.93,185.69,181.62,185.25,82956265,stock
2023-06-27,AAPL,186.72,187.34,184.17,186.45,142649589,stock
2023-06-28,AAPL,191.43,193.56,190.84,192.91,103967416,stock
2023-06-29,AAPL,199.57,200.93,193.82,196.29,82248516,stock
2023-06-30,AAPL,193.47,195.18,190.31,194.32,125317764,stock
2023-07-03,AAPL,193.75,194.0,190.4,191.26,74320568,stock
2023-07-04,AAPL,196.35,197.1,192.33,193.02,132350975,stock
2023-07-05,AAPL,190.03,191.02,187.63,188.55,56006300,stock
2023-07-06,AAPL,192.51,195.58,190.81,194.93,107772078,stock
2023-07-07,AAPL,200.32,200.73,198.6,199.17,118196189,stock
2023-07-10,AAPL,194.47,198.38,193.79,197.55,95833415,stock
2023-07-11,AAPL,189.85,192.33,188.16,191.61,82041922,stock
2023-07-12,AAPL,198.35,199.22,193.62,196.4,52565550,stock
